	sp_id	sp_hh_id	age	sex	work_id
63840	63841	39211	88	F	31775
63841	63842	8402	88	F	36756
63842	63843	36831	25	F	47335
63843	63844	23893	91	F	44522
63844	63845	14987	48	M	48120
63845	63846	27336	56	M	17566
63846	63847	18728	17	M	3521
63847	63848	27730	71	F	23776
63848	63849	557	95	F	38611
63849	63850	19297	55	M	28749
63850	63851	40061	34	M	61463
63851	63852	1829	19	F	21758
63852	63853	36	17	F	8983
63853	63854	8977	81	M	17441
63854	63855	34854	37	F	46758
63855	63856	3825	94	F	53720
63856	63857	3156	67	M	58462
63857	63858	5890	93	M	31250
63858	63859	2455	10	F	7425
63859	63860	37747	85	F	38746
63860	63861	22469	12	F	4284
63861	63862	39723	70	M	33342
63862	63863	20982	87	F	52663
63863	63864	5805	34	M	54898
63864	63865	44045	94	F	53676
63865	63866	8183	35	M	29711
63866	63867	13619	14	F	11685
63867	63868	44189	12	F	11470
63868	63869	16858	15	M	6615
63869	63870	37593	72	F	46421
63870	63871	42256	69	M	25327
63871	63872	27599	98	F	34156
63872	63873	12693	22	F	53651
63873	63874	31921	9	F	140
63874	63875	47011	78	F	49105
63875	63876	38745	4	M	435
63876	63877	39935	55	M	51042
63877	63878	12872	20	F	30183
63878	63879	19161	32	M	56367
63879	63880	16347	77	M	28797
63880	63881	3293	85	F	50621
63881	63882	47151	50	M	49759
63882	63883	18946	22	M	43250
63883	63884	29811	91	F	17258
63884	63885	29585	57	M	33234
63885	63886	5597	25	M	24151
63886	63887	49617	41	F	33529
63887	63888	19569	35	M	17914
63888	63889	30506	4	F	4423
63889	63890	26626	79	M	31974
63890	63891	48807	95	F	37744
63891	63892	10515	32	M	56476
63892	63893	35456	32	F	28825
63893	63894	37820	58	M	26792
63894	63895	20943	23	M	42457
63895	63896	46041	61	M	61194
63896	63897	28625	70	F	19099
63897	63898	25512	39	F	39866
63898	63899	28601	76	F	24436
63899	63900	16298	33	M	54448
63900	63901	47477	95	M	60278
63901	63902	34685	66	F	27600
63902	63903	44735	96	M	39069
63903	63904	33585	16	F	6658
63904	63905	8437	59	M	59250
63905	63906	7080	50	M	43315
63906	63907	17179	80	F	59195
63907	63908	44372	91	F	13610
63908	63909	35056	18	M	33458
63909	63910	1836	53	F	37322
63910	63911	4476	11	F	7422
63911	63912	30771	45	M	35510
63912	63913	4951	32	F	39111
63913	63914	45261	36	F	34174
63914	63915	35163	97	M	38995
63915	63916	44372	75	F	15728
63916	63917	44113	72	F	19382
63917	63918	17238	53	F	48298
63918	63919	43048	18	F	46958
63919	63920	36227	24	F	50618
63920	63921	2147	34	M	53697
63921	63922	41337	49	F	48685
63922	63923	21071	5	M	9443
63923	63924	6871	94	F	25589
63924	63925	2424	51	M	50076
63925	63926	31956	73	F	30235
63926	63927	49564	28	F	12729
63927	63928	21566	21	F	30324
63928	63929	40062	95	F	55793
63929	63930	5823	53	F	51006
63930	63931	17447	21	M	51452
63931	63932	29296	46	F	30292
63932	63933	22003	36	M	48398
63933	63934	39786	71	M	20381
63934	63935	31708	13	M	11365
63935	63936	22590	43	F	56270
63936	63937	44472	23	M	45823
63937	63938	3539	75	M	56793
63938	63939	25350	11	M	5597
63939	63940	18828	14	M	2223
63940	63941	48315	77	M	49879
63941	63942	40440	83	F	30938
63942	63943	39381	91	F	16673
63943	63944	45170	87	F	59724
63944	63945	32911	99	F	46431
63945	63946	47046	66	F	13117
63946	63947	14090	3	F	4497
63947	63948	16298	88	F	24144
63948	63949	154	21	F	23374
63949	63950	11114	91	F	28378
63950	63951	30417	65	F	13519
63951	63952	34590	66	M	59029
63952	63953	23149	85	F	61382
63953	63954	25217	28	F	32582
63954	63955	25289	89	F	55035
63955	63956	43902	2	M	6033
63956	63957	26806	36	F	26833
63957	63958	2517	71	F	17070
63958	63959	30281	69	M	52233
63959	63960	12866	10	M	7770
63960	63961	10118	40	F	47897
63961	63962	41176	30	M	40571
63962	63963	41273	28	M	21597
63963	63964	28396	70	F	27724
63964	63965	36284	31	M	38683
63965	63966	34252	62	M	51269
63966	63967	13453	51	M	57247
63967	63968	47000	66	M	52785
63968	63969	30835	68	F	16696
63969	63970	33545	50	M	26174
63970	63971	15274	61	M	55473
63971	63972	11686	91	M	38304
63972	63973	654	83	F	53617
63973	63974	12265	83	M	59497
63974	63975	41114	30	F	36578
63975	63976	11326	4	F	4093
63976	63977	48372	34	F	59159
63977	63978	33546	86	M	58080
63978	63979	47950	50	M	16320
63979	63980	25216	8	M	7244
63980	63981	31528	32	M	61814
63981	63982	3236	27	F	20556
63982	63983	42991	53	F	42449
63983	63984	22133	2	F	12141
63984	63985	37938	78	M	23797
63985	63986	31215	88	M	23669
63986	63987	32091	89	M	61339
63987	63988	47849	5	M	2372
63988	63989	19443	36	M	23487
63989	63990	11562	43	M	27010
63990	63991	48282	35	M	37556
63991	63992	34670	39	F	18272
63992	63993	18276	49	F	44726
63993	63994	35607	62	M	54901
63994	63995	42771	65	F	53154
63995	63996	15557	65	M	54779
63996	63997	23171	7	F	6508
63997	63998	22145	93	F	44438
63998	63999	28677	24	F	61456
63999	64000	48050	15	M	3555
64000	64001	45641	76	M	35249
64001	64002	26366	67	F	33518
64002	64003	49101	64	M	48190
64003	64004	29881	37	M	44762
64004	64005	24179	27	M	37273
64005	64006	14970	61	M	33296
64006	64007	29367	89	F	40645
64007	64008	4350	79	M	25636
64008	64009	442	1	F	6998
64009	64010	29757	11	M	269
64010	64011	47005	14	M	5764
64011	64012	13090	68	F	31883
64012	64013	21261	58	M	14759
64013	64014	21581	81	F	58860
64014	64015	6692	7	M	2474
64015	64016	33923	9	F	9673
64016	64017	23517	97	M	32214
64017	64018	48398	78	M	41392
64018	64019	5450	60	M	28343
64019	64020	44349	31	M	15090
64020	64021	40277	81	F	40262
64021	64022	8320	29	F	35999
64022	64023	41124	18	M	52190
64023	64024	14305	21	F	58341
64024	64025	30347	97	F	18613
64025	64026	21647	63	M	62274
64026	64027	31139	67	F	54609
64027	64028	33469	37	M	40441
64028	64029	21436	4	F	6113
64029	64030	9583	52	F	48307
64030	64031	24987	57	F	60580
64031	64032	41389	79	F	59705
64032	64033	49858	6	F	6435
64033	64034	28963	54	M	53103
64034	64035	47678	33	F	29151
64035	64036	15849	57	F	22044
64036	64037	48906	67	F	18737
64037	64038	29453	46	M	41736
64038	64039	27661	67	M	51948
64039	64040	41477	53	F	58403
64040	64041	13707	99	F	30490
64041	64042	28351	19	F	55786
64042	64043	21133	57	M	53940
64043	64044	18693	19	F	34795
64044	64045	16526	2	M	11489
64045	64046	28132	54	M	31604
64046	64047	12533	98	M	41829
64047	64048	5544	58	F	58086
64048	64049	46390	65	M	45636
64049	64050	40472	39	F	26881
64050	64051	37111	98	M	40473
64051	64052	17788	29	M	19049
64052	64053	23431	70	F	36270
64053	64054	31373	89	M	28042
64054	64055	16507	72	F	14947
64055	64056	44577	79	M	37052
64056	64057	25377	24	F	47155
64057	64058	36528	77	F	37397
64058	64059	45181	48	F	55190
64059	64060	15107	80	M	33933
64060	64061	21169	59	F	42831
64061	64062	1721	69	F	28645
64062	64063	4210	44	F	26413
64063	64064	17420	23	M	60351
64064	64065	18378	66	M	45915
64065	64066	42797	34	M	30018
64066	64067	21607	41	M	33867
64067	64068	13870	65	F	62162
64068	64069	10843	16	M	12385
64069	64070	5462	20	M	28552
64070	64071	29378	82	F	27615
64071	64072	24570	73	M	54450
64072	64073	7086	73	F	18197
64073	64074	14779	48	M	55010
64074	64075	23554	42	F	56745
64075	64076	34350	60	M	31598
64076	64077	40858	73	F	14283
64077	64078	8921	94	F	40210
64078	64079	28845	12	F	6024
64079	64080	16028	48	F	27306
64080	64081	2051	99	M	41160
64081	64082	1945	66	M	23184
64082	64083	44493	31	F	61090
64083	64084	43269	46	M	40432
64084	64085	39283	22	M	44838
64085	64086	31555	10	F	10138
64086	64087	42662	51	M	59742
64087	64088	10337	44	M	29910
64088	64089	1355	45	F	20592
64089	64090	25187	16	F	9107
64090	64091	9266	33	F	61337
64091	64092	43318	15	M	6404
64092	64093	43053	31	M	17033
64093	64094	13849	97	F	53550
64094	64095	43003	87	F	47445
64095	64096	31567	96	F	56449
64096	64097	33052	60	M	41981
64097	64098	43259	11	F	12283
64098	64099	14329	28	M	26782
64099	64100	42785	16	F	2898
64100	64101	22325	35	M	40602
64101	64102	23907	15	F	11996
64102	64103	22746	23	M	53743
64103	64104	45651	66	F	35277
64104	64105	11283	48	M	47646
64105	64106	28145	95	M	21249
64106	64107	8013	6	M	3703
64107	64108	19563	31	F	27939
64108	64109	931	15	M	6300
64109	64110	14894	68	M	56023
64110	64111	10437	94	M	21049
64111	64112	50	32	M	46819
64112	64113	40997	13	M	3733
64113	64114	18374	71	M	33754
64114	64115	13834	19	M	35936
64115	64116	14795	76	F	13579
64116	64117	44451	59	F	26332
64117	64118	27625	28	M	55905
64118	64119	25317	63	M	15203
64119	64120	470	42	M	37961
64120	64121	30369	48	F	53412
64121	64122	24954	24	M	44357
64122	64123	14633	52	M	43125
64123	64124	35594	56	M	18322
64124	64125	9698	79	M	35651
64125	64126	27998	34	M	32477
64126	64127	31084	53	F	37065
64127	64128	49304	72	M	53044
64128	64129	37432	41	F	56400
64129	64130	11772	12	M	1831
64130	64131	12004	83	F	38077
64131	64132	12378	25	F	49142
64132	64133	27744	1	M	6370
64133	64134	20786	4	M	11518
64134	64135	28353	78	F	16652
64135	64136	9495	56	F	49154
64136	64137	35952	57	M	38798
64137	64138	1199	38	M	20130
64138	64139	30328	74	M	50678
64139	64140	35275	27	M	19333
64140	64141	29447	28	M	52665
64141	64142	40681	40	F	13127
64142	64143	11492	41	F	34957
64143	64144	38648	11	F	6688
64144	64145	24979	28	M	25404
64145	64146	5986	11	F	5412
64146	64147	12937	8	M	11237
64147	64148	40067	9	M	10940
64148	64149	8805	10	M	6028
64149	64150	12090	19	M	49278
64150	64151	26521	62	F	26654
64151	64152	46519	28	F	56767
64152	64153	24935	90	M	38155
64153	64154	13087	98	M	54429
64154	64155	48723	90	F	42488
64155	64156	18470	75	M	43936
64156	64157	25290	37	M	46404
64157	64158	11432	59	F	54981
64158	64159	33403	37	F	29821
64159	64160	27085	19	F	54568
64160	64161	13857	71	M	57713
64161	64162	49363	25	F	43739
64162	64163	48756	88	F	29082
64163	64164	35	98	F	56037
64164	64165	2943	57	M	38986
64165	64166	36252	1	M	2260
64166	64167	5972	26	M	48407
64167	64168	22612	11	M	11080
64168	64169	36991	88	F	46382
64169	64170	38239	49	F	34975
64170	64171	18294	93	F	16838
64171	64172	4337	29	M	40023
64172	64173	24053	13	M	1
64173	64174	25351	44	F	56715
64174	64175	6858	87	F	32978
64175	64176	30863	3	F	2644
64176	64177	46741	54	M	46733
64177	64178	23192	18	M	45255
64178	64179	31179	14	F	9036
64179	64180	37109	65	M	61599
64180	64181	29272	28	M	15663
64181	64182	34114	9	M	12249
64182	64183	27506	50	M	29222
64183	64184	3485	99	F	49009
64184	64185	47767	37	F	16039
64185	64186	3941	11	F	840
64186	64187	3974	39	F	58300
64187	64188	25647	43	F	40011
64188	64189	15788	28	M	59798
64189	64190	48607	44	F	51409
64190	64191	5553	89	F	48002
64191	64192	16282	62	F	48857
64192	64193	27025	47	M	30458
64193	64194	10232	38	F	44129
64194	64195	41580	15	M	8412
64195	64196	17615	18	M	54084
64196	64197	17758	17	F	12006
64197	64198	11689	28	F	16258
64198	64199	29722	86	F	28540
64199	64200	49411	71	F	37802
64200	64201	44190	65	M	47634
64201	64202	25807	3	F	6028
64202	64203	17501	14	M	1649
64203	64204	17737	32	M	49077
64204	64205	37613	95	M	49734
64205	64206	15556	41	F	19183
64206	64207	32808	80	F	53411
64207	64208	7142	93	M	46937
64208	64209	14210	83	F	37577
64209	64210	41374	73	M	48041
64210	64211	39499	50	F	59004
64211	64212	33224	96	M	61958
64212	64213	41299	43	F	22149
64213	64214	26164	62	F	39648
64214	64215	31759	63	F	49342
64215	64216	39652	51	F	38030
64216	64217	31315	52	F	42613
64217	64218	34993	12	M	2302
64218	64219	45772	42	F	44087
64219	64220	14562	80	M	36453
64220	64221	10293	97	F	18468
64221	64222	9911	78	F	39924
64222	64223	39305	41	F	18825
64223	64224	5996	58	M	53227
64224	64225	13658	93	F	17691
64225	64226	198	52	M	15455
64226	64227	45193	68	F	34228
64227	64228	26780	60	F	25990
64228	64229	3734	41	M	52779
64229	64230	33202	13	M	7208
64230	64231	25331	3	M	6077
64231	64232	2680	10	F	4434
64232	64233	15636	98	M	49893
64233	64234	29985	8	F	9175
64234	64235	6141	51	F	47324
64235	64236	45574	90	M	35449
64236	64237	3633	91	F	49483
64237	64238	35190	35	F	44367
64238	64239	4456	30	F	30773
64239	64240	14667	87	M	41292
64240	64241	40759	90	M	54157
64241	64242	19844	81	M	59688
64242	64243	20342	76	M	39854
64243	64244	10251	64	M	55235
64244	64245	36587	49	F	50398
64245	64246	22756	46	M	43676
64246	64247	45588	39	M	30006
64247	64248	22272	19	M	59949
64248	64249	329	95	F	39988
64249	64250	21426	65	F	49864
64250	64251	11805	81	F	31980
64251	64252	19751	98	F	24685
64252	64253	22621	44	M	47554
64253	64254	40049	46	F	32251
64254	64255	2825	31	M	48309
64255	64256	47587	50	M	58082
64256	64257	3439	19	M	50811
64257	64258	44958	49	F	30834
64258	64259	49053	4	M	7486
64259	64260	10601	92	F	58815
64260	64261	9181	83	M	48844
64261	64262	11660	84	M	61304
64262	64263	29097	93	F	61015
64263	64264	36654	83	M	54773
64264	64265	46454	82	M	37519
64265	64266	48213	65	M	18179
64266	64267	32641	42	F	54430
64267	64268	5885	78	M	55605
64268	64269	44179	31	M	22099
64269	64270	18823	73	M	20290
64270	64271	31163	82	M	28182
64271	64272	21123	33	F	49344
64272	64273	26070	77	M	14961
64273	64274	35810	51	F	34291
64274	64275	8175	6	F	2493
64275	64276	41311	14	M	11298
64276	64277	39587	13	F	10136
64277	64278	15278	47	M	38275
64278	64279	2844	28	M	37518
64279	64280	40413	56	M	60120
64280	64281	10305	13	M	8610
64281	64282	13669	35	M	41598
64282	64283	22180	45	F	18559
64283	64284	47401	19	M	41484
64284	64285	47701	3	M	4031
64285	64286	31402	56	M	46365
64286	64287	34562	53	F	36831
64287	64288	19465	76	M	24761
64288	64289	25408	52	F	27208
64289	64290	19451	43	F	61853
64290	64291	13640	80	F	54941
64291	64292	16426	4	F	8991
64292	64293	15556	68	M	39839
64293	64294	25155	83	M	61882
64294	64295	22502	61	F	50928
64295	64296	26657	54	M	42758
64296	64297	23709	39	M	42360
64297	64298	18983	88	M	49931
64298	64299	6131	26	M	55452
64299	64300	9966	33	F	15690
64300	64301	48969	85	F	32312
64301	64302	24942	49	F	58595
64302	64303	14410	55	M	14821
64303	64304	10337	59	M	19189
64304	64305	13409	61	F	35344
64305	64306	22728	36	F	32122
64306	64307	21456	40	F	12651
64307	64308	16726	95	M	29705
64308	64309	10339	68	F	49291
64309	64310	17138	44	M	58615
64310	64311	37319	20	F	42225
64311	64312	45824	97	M	31395
64312	64313	48373	92	M	13258
64313	64314	15544	49	M	41497
64314	64315	43325	6	M	12004
64315	64316	10723	22	M	33994
64316	64317	34704	81	M	45498
64317	64318	34152	18	M	36770
64318	64319	16726	91	M	62274
64319	64320	30035	33	F	21188
64320	64321	46985	72	M	51069
64321	64322	2272	93	M	54306
64322	64323	43499	27	M	25094
64323	64324	21012	86	M	12761
64324	64325	15738	87	F	61237
64325	64326	7477	40	F	19873
64326	64327	16899	63	M	57025
64327	64328	16626	97	F	32144
64328	64329	1138	8	M	7401
64329	64330	24206	26	M	18063
64330	64331	27846	81	M	44794
64331	64332	27195	17	M	7881
64332	64333	5363	95	F	38719
64333	64334	32260	32	F	61197
64334	64335	15172	68	M	33289
64335	64336	17167	16	F	10453
64336	64337	33677	37	F	59282
64337	64338	17097	19	M	46855
64338	64339	6686	41	F	14349
64339	64340	11050	65	F	30232
64340	64341	17402	51	M	23624
64341	64342	38368	16	F	1525
64342	64343	2384	54	F	47254
64343	64344	35776	11	M	312
64344	64345	26548	23	F	15323
64345	64346	7388	71	F	17959
64346	64347	46836	36	M	28190
64347	64348	23474	54	M	23740
64348	64349	11788	84	M	58940
64349	64350	40403	17	M	303
64350	64351	11763	73	F	60673
64351	64352	26639	89	F	53671
64352	64353	20666	48	F	19146
64353	64354	40579	90	M	57368
64354	64355	34220	16	M	9791
64355	64356	30567	29	M	49734
64356	64357	30928	8	M	9772
64357	64358	29310	32	M	49121
64358	64359	836	2	F	8519
64359	64360	4416	23	F	29921
64360	64361	11347	18	M	15924
64361	64362	7613	8	F	8181
64362	64363	5078	23	F	58242
64363	64364	40780	70	F	59196
64364	64365	35738	34	F	24283
64365	64366	20690	62	F	50143
64366	64367	6117	4	M	3255
64367	64368	31053	65	M	56303
64368	64369	16206	45	M	49417
64369	64370	21143	45	M	47438
64370	64371	18513	49	F	39447
64371	64372	20360	56	F	28810
64372	64373	43502	72	M	37155
64373	64374	42786	42	F	23770
64374	64375	46337	73	M	46767
64375	64376	5903	95	M	18905
64376	64377	45290	11	F	1795
64377	64378	3063	43	F	59747
64378	64379	44138	81	M	25178
64379	64380	14992	11	F	259
64380	64381	23151	9	F	11725
64381	64382	46192	97	M	29298
64382	64383	18746	23	F	15070
64383	64384	11003	62	F	48821
64384	64385	40658	50	F	35897
64385	64386	24950	5	M	2541
64386	64387	38271	22	M	30896
64387	64388	14459	39	M	61876
64388	64389	27635	41	M	20863
64389	64390	15370	43	F	39113
64390	64391	44776	37	M	50354
64391	64392	11595	76	M	24818
64392	64393	28758	69	F	51432
64393	64394	33854	98	F	55974
64394	64395	10922	61	F	40324
64395	64396	27102	57	F	20285
64396	64397	38180	60	M	17394
64397	64398	12588	20	F	41797
64398	64399	35234	63	F	18964
64399	64400	24074	56	F	53860
64400	64401	36647	29	M	46939
64401	64402	31300	53	F	32474
64402	64403	17786	25	M	50597
64403	64404	30643	56	M	49524
64404	64405	8491	73	M	48163
64405	64406	41130	15	F	3729
64406	64407	48444	27	M	14500
64407	64408	33781	54	M	22121
64408	64409	29490	36	F	55271
64409	64410	28850	37	F	61655
64410	64411	25659	18	F	16040
64411	64412	20950	29	M	61826
64412	64413	1339	16	F	1
64413	64414	28697	1	M	7698
64414	64415	10675	20	M	13419
64415	64416	48211	44	F	46573
64416	64417	1857	48	M	30193
64417	64418	19972	44	F	39463
64418	64419	5526	47	F	12529
64419	64420	41101	37	M	42264
64420	64421	28105	5	F	10509
64421	64422	15936	25	M	12844
64422	64423	20982	73	M	50495
64423	64424	18588	42	F	35764
64424	64425	33630	66	F	17312
64425	64426	28502	65	M	34081
64426	64427	28952	97	F	58959
64427	64428	29297	52	F	30755
64428	64429	47720	28	F	55544
64429	64430	39095	81	M	56449
64430	64431	33410	12	F	4215
64431	64432	28364	93	F	41840
64432	64433	24613	24	M	41771
64433	64434	2115	73	F	36383
64434	64435	15651	8	F	8231
64435	64436	15886	55	M	14405
64436	64437	27685	20	M	48879
64437	64438	36409	5	F	7285
64438	64439	26501	21	M	37137
64439	64440	47921	2	M	2623
64440	64441	19236	52	M	55832
64441	64442	37075	52	F	21204
64442	64443	24048	59	M	57152
64443	64444	6624	99	M	56895
64444	64445	46152	86	F	53381
64445	64446	30267	14	M	5977
64446	64447	29183	53	M	25060
64447	64448	5294	47	M	36608
64448	64449	39271	79	F	58118
64449	64450	35384	89	M	48160
64450	64451	11183	35	M	61977
64451	64452	23922	41	M	15060
64452	64453	35366	47	M	17002
64453	64454	28530	42	M	37475
64454	64455	24011	7	F	5128
64455	64456	616	89	F	27591
64456	64457	47083	88	M	57069
64457	64458	12233	47	F	24674
64458	64459	3261	99	M	21252
64459	64460	20760	94	M	57093
64460	64461	10648	15	F	11723
64461	64462	8621	45	F	61614
64462	64463	26414	75	M	32492
64463	64464	2095	55	F	45960
64464	64465	43059	66	M	34821
64465	64466	26758	72	F	54159
64466	64467	7596	12	M	6923
64467	64468	36878	27	M	14359
64468	64469	45294	12	M	11896
64469	64470	32695	28	M	38476
64470	64471	34323	34	F	57851
64471	64472	28389	96	F	59389
64472	64473	14538	74	M	19044
64473	64474	32617	19	M	13757
64474	64475	43624	34	F	60623
64475	64476	47325	96	M	58187
64476	64477	803	87	M	51823
64477	64478	16684	72	F	61204
64478	64479	38582	12	F	3768
64479	64480	39635	74	M	20546
64480	64481	15898	75	M	13303
64481	64482	19990	39	F	16949
64482	64483	5086	19	M	28497
64483	64484	32085	61	F	41311
64484	64485	33848	72	F	24749
64485	64486	21102	73	F	44042
64486	64487	22521	58	F	41406
64487	64488	1708	16	F	1453
64488	64489	43006	93	M	41508
64489	64490	44263	36	M	47440
64490	64491	6178	53	M	20148
64491	64492	31546	13	F	7396
64492	64493	27006	12	F	2707
64493	64494	42875	88	F	21124
64494	64495	30781	1	M	12427
64495	64496	21348	57	M	36309
64496	64497	9937	1	M	3524
64497	64498	2585	24	F	33537
64498	64499	43989	37	M	14581
64499	64500	9026	56	M	35272
64500	64501	27807	18	M	50982
64501	64502	21192	50	M	25825
64502	64503	14404	44	F	30791
64503	64504	17720	76	F	16813
64504	64505	26705	23	M	59354
64505	64506	42233	98	M	40094
64506	64507	4282	21	M	12687
64507	64508	6718	27	F	56024
64508	64509	10355	46	M	25636
64509	64510	20601	25	M	20289
64510	64511	28914	25	F	29802
64511	64512	35278	79	F	16461
64512	64513	36594	91	F	49264
64513	64514	49227	56	F	53000
64514	64515	45625	37	M	55341
64515	64516	17055	61	M	23369
64516	64517	26690	3	F	5788
64517	64518	37544	30	F	46872
64518	64519	47608	49	F	22707
64519	64520	26186	69	M	38815
64520	64521	26915	1	M	4664
64521	64522	23226	94	F	14707
64522	64523	36747	53	F	13292
64523	64524	758	19	M	57904
64524	64525	18240	19	M	51257
64525	64526	20664	53	F	42822
64526	64527	15526	71	M	12520
64527	64528	4420	89	F	36813
64528	64529	27429	86	M	23539
64529	64530	26132	19	F	43082
64530	64531	40088	10	M	3616
64531	64532	45040	9	M	1546
64532	64533	32392	31	F	33875
64533	64534	20655	35	F	29074
64534	64535	18190	99	F	13837
64535	64536	33030	22	M	23069
64536	64537	45310	98	M	25129
64537	64538	49963	83	F	52227
64538	64539	13544	27	M	20059
64539	64540	18371	72	F	33910
64540	64541	26456	85	M	44187
64541	64542	21494	72	M	46635
64542	64543	19405	50	F	27178
64543	64544	10853	79	M	21865
64544	64545	27152	64	M	33082
64545	64546	15145	43	F	27721
64546	64547	9880	8	F	4256
64547	64548	69	71	F	45659
64548	64549	18772	39	F	36921
64549	64550	25841	6	F	1096
64550	64551	14451	57	M	46813
64551	64552	42185	61	M	48866
64552	64553	3673	56	M	53422
64553	64554	20939	27	M	52557
64554	64555	8964	45	M	39152
64555	64556	1257	38	F	24677
64556	64557	30204	23	M	59916
64557	64558	20427	13	M	4854
64558	64559	35933	97	M	45090
64559	64560	24029	56	M	48997
64560	64561	26017	49	M	29798
64561	64562	42652	91	F	30477
64562	64563	28826	29	M	24705
64563	64564	32711	17	F	2090
64564	64565	33511	44	F	17463
64565	64566	25190	16	F	974
64566	64567	48017	85	M	19598
64567	64568	28135	40	M	43570
64568	64569	2640	87	F	41681
64569	64570	24562	22	M	27961
64570	64571	13800	64	M	30181
64571	64572	10054	36	M	52098
64572	64573	7904	16	M	11948
64573	64574	22323	99	M	60425
64574	64575	44245	53	F	48171
64575	64576	39222	45	F	60828
64576	64577	2399	4	M	2918
64577	64578	13282	97	F	30080
64578	64579	725	7	M	12006
64579	64580	44575	98	F	32665
64580	64581	5659	56	F	41941
64581	64582	16667	87	M	39845
64582	64583	18615	46	M	25698
64583	64584	2560	40	F	57321
64584	64585	30184	1	M	9546
64585	64586	10000	53	F	59318
64586	64587	5532	93	F	35355
64587	64588	40626	62	M	44650
64588	64589	6645	35	M	33514
64589	64590	29417	14	F	2581
64590	64591	28533	7	M	3791
64591	64592	3482	71	M	53695
64592	64593	3357	9	F	3151
64593	64594	26973	79	F	30375
64594	64595	49757	86	F	27961
64595	64596	26511	6	M	7042
64596	64597	4592	59	F	61944
64597	64598	30860	6	M	9503
64598	64599	9194	43	M	39016
64599	64600	12419	19	F	39084
64600	64601	39503	77	F	54141
64601	64602	27953	44	M	31876
64602	64603	40684	98	M	28681
64603	64604	262	54	M	15913
64604	64605	45773	75	M	40550
64605	64606	19959	91	M	34220
64606	64607	13501	21	F	29733
64607	64608	20335	18	F	48839
64608	64609	16363	55	F	37266
64609	64610	39613	40	M	42640
64610	64611	23599	81	F	36774
64611	64612	4880	20	F	61813
64612	64613	25543	48	F	43650
64613	64614	13797	4	M	5733
64614	64615	1465	56	F	47075
64615	64616	30964	75	F	25590
64616	64617	49242	71	F	40151
64617	64618	5389	8	M	691
64618	64619	30219	9	F	8894
64619	64620	24508	23	M	18486
64620	64621	6393	97	M	23053
64621	64622	22449	74	M	19682
64622	64623	25271	71	F	43643
64623	64624	4613	11	F	7401
64624	64625	1287	53	M	39416
64625	64626	5988	98	M	20548
64626	64627	11050	70	M	61079
64627	64628	43939	56	M	61429
64628	64629	11374	87	M	28811
64629	64630	24118	3	F	185
64630	64631	28321	91	F	13477
64631	64632	19073	51	F	51815
64632	64633	6021	73	F	37931
64633	64634	39113	80	F	28278
64634	64635	3954	49	M	60511
64635	64636	12990	94	F	48187
64636	64637	43631	20	F	22873
64637	64638	20635	40	F	53096
64638	64639	24221	63	F	58085
64639	64640	28013	40	F	45127
64640	64641	8804	34	M	14557
64641	64642	39077	15	M	2028
64642	64643	15815	35	M	37836
64643	64644	29851	59	M	40217
64644	64645	47792	16	F	4794
64645	64646	23553	72	F	28398
64646	64647	27679	83	F	41393
64647	64648	36661	37	M	27307
64648	64649	33647	98	F	24441
64649	64650	6045	74	F	62366
64650	64651	18462	77	M	48847
64651	64652	41217	21	M	22354
64652	64653	2159	70	M	39974
64653	64654	29711	4	F	3051
64654	64655	16768	85	F	44320
64655	64656	2255	73	M	19832
64656	64657	17479	84	F	17733
64657	64658	42444	34	M	21505
64658	64659	16609	47	M	33963
64659	64660	23257	3	M	6257
64660	64661	44751	18	F	54020
64661	64662	46000	55	F	23403
64662	64663	32652	23	M	27154
64663	64664	15023	6	M	4771
64664	64665	3872	40	F	18586
64665	64666	2527	71	F	50386
64666	64667	41696	3	F	10189
64667	64668	9623	57	F	49323
64668	64669	2944	11	F	3983
64669	64670	11356	78	F	41505
64670	64671	25700	41	M	26601
64671	64672	30856	37	F	38840
64672	64673	9248	80	M	41962
64673	64674	30376	89	M	23974
64674	64675	42462	25	M	60546
64675	64676	34319	42	F	16273
64676	64677	38666	76	F	33417
64677	64678	42516	23	M	55665
64678	64679	8337	15	F	7767
64679	64680	24412	55	F	33672
64680	64681	41068	77	M	23995
64681	64682	4927	12	F	10219
64682	64683	23063	48	F	44704
64683	64684	8736	8	F	8069
64684	64685	37269	51	F	51926
64685	64686	21641	73	F	30390
64686	64687	12393	99	F	29571
64687	64688	38199	89	M	54477
64688	64689	24876	81	F	22040
64689	64690	163	25	M	51616
64690	64691	49323	10	F	10878
64691	64692	15333	84	M	33229
64692	64693	29680	58	F	19154
64693	64694	9460	6	M	11140
64694	64695	1642	41	M	47956
64695	64696	17061	4	F	6480
64696	64697	46226	64	M	24404
64697	64698	30710	62	M	46591
64698	64699	22566	83	F	12689
64699	64700	31674	32	M	14766
64700	64701	27956	75	M	53080
64701	64702	18607	6	M	8827
64702	64703	20360	15	M	1177
64703	64704	47153	91	M	49978
64704	64705	35024	37	M	21376
64705	64706	8538	60	F	57594
64706	64707	13655	9	M	10639
64707	64708	46020	29	M	19452
64708	64709	40389	44	F	26237
64709	64710	2902	86	M	52394
64710	64711	15461	86	F	48623
64711	64712	45236	37	M	20290
64712	64713	37991	43	F	30373
64713	64714	21217	54	M	48744
64714	64715	23805	80	F	22779
