sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
994818	2344	62	F	1	0	X	X
698085	2344	29	F	1	0	X	X
994819	2344	62	F	1	0	X	X
619357	2344	14	F	1	0	X	X
1032538	2344	66	F	1	0	X	X
192761	2346	31	M	1	0	X	X
792759	2346	39	F	1	0	X	X
624991	2346	15	F	1	0	X	X
1119101	2346	78	F	1	0	X	X
821096	2346	42	F	1	0	X	X
713234	2346	31	F	1	0	X	X
1068750	2346	70	F	1	0	X	X
957416	2346	58	F	1	0	X	X
941127	2346	56	F	1	0	X	X
941126	2346	56	F	1	0	X	X
272395	2346	39	M	1	0	X	X
510075	2346	74	M	1	0	X	X
527544	2346	84	M	1	0	X	X
830145	2346	43	F	1	0	X	X
949248	2346	57	F	1	0	X	X
298759	2346	42	M	1	0	X	X
619358	2346	14	F	1	0	X	X
656528	2346	21	F	1	0	X	X
377665	2346	52	M	1	0	X	X
416621	2346	58	M	1	0	X	X
85938	2348	13	M	1	0	X	X
242571	2348	36	M	1	0	X	X
782486	2348	38	F	1	0	X	X
252628	2348	37	M	1	0	X	X
28764	2348	5	M	1	0	X	X
656529	2348	21	F	1	0	X	X
1059916	2348	69	F	1	0	X	X
635654	2348	17	F	1	0	X	X
635655	2348	17	F	1	0	X	X
1013876	2348	64	F	1	0	X	X
506522	2348	73	M	1	0	X	X
1146436	2348	85	F	1	0	X	X
390675	2348	54	M	1	0	X	X
403581	2348	56	M	1	0	X	X
910427	2348	52	F	1	0	X	X
147950	2348	24	M	1	0	X	X
910428	2348	52	F	1	0	X	X
630322	2348	16	F	1	0	X	X
66201	2348	10	M	1	0	X	X
713235	2348	31	F	1	0	X	X
685912	2348	27	F	1	0	X	X
176997	2348	29	M	1	0	X	X
641298	2348	18	F	1	0	X	X
925914	2348	54	F	1	0	X	X
966275	2349	59	F	1	0	X	X
211442	2349	33	M	1	0	X	X
1146437	2349	85	F	1	0	X	X
323296	2349	45	M	1	0	X	X
624992	2349	15	F	1	0	X	X
1085664	2349	72	F	1	0	X	X
510076	2349	74	M	1	0	X	X
698086	2349	29	F	1	0	X	X
323295	2349	45	M	1	0	X	X
875676	2349	48	F	1	0	X	X
680360	2355	26	F	1	0	X	X
115671	2355	18	M	1	0	X	X
225	2355	0	M	1	0	X	X
680361	2355	26	F	1	0	X	X
1133915	2355	82	F	1	0	X	X
1023473	2355	65	F	1	0	X	X
231909	2355	35	M	1	0	X	X
470888	2355	66	M	1	0	X	X
1013880	2355	64	F	1	0	X	X
762201	2355	36	F	1	0	X	X
1094007	2355	73	F	1	0	X	X
1101226	2355	74	F	1	0	X	X
782487	2355	38	F	1	0	X	X
635657	2355	17	F	1	0	X	X
1032540	2356	66	F	1	0	X	X
680362	2356	26	F	1	0	X	X
547340	2356	3	F	1	0	X	X
390676	2356	54	M	1	0	X	X
1154432	2356	90	F	1	0	X	X
713237	2356	31	F	1	0	X	X
994820	2356	62	F	1	0	X	X
58866	2356	9	M	1	0	X	X
607539	2356	12	F	1	0	X	X
957417	2356	58	F	1	0	X	X
482630	2356	68	M	1	0	X	X
792761	2363	39	F	1	0	X	X
537213	2363	1	F	1	0	X	X
893174	2363	50	F	1	0	X	X
1068752	2363	70	F	1	0	X	X
315281	2363	44	M	1	0	X	X
984783	2363	61	F	1	0	X	X
607540	2363	12	F	1	0	X	X
1107612	2363	75	F	1	0	X	X
354780	2363	49	M	1	0	X	X
581147	2363	8	F	1	0	X	X
137643	2363	22	M	1	0	X	X
227	2363	0	M	1	0	X	X
581146	2363	8	F	1	0	X	X
1121426	2363	79	F	1	0	X	X
127089	2363	20	M	1	0	X	X
994822	2363	62	F	1	0	X	X
5414	2363	1	M	1	0	X	X
158398	2363	26	M	1	0	X	X
559513	2363	5	F	1	0	X	X
630324	2363	16	F	1	0	X	X
1155324	2363	91	F	1	0	X	X
566690	2363	6	F	1	0	X	X
242574	2363	36	M	1	0	X	X
423348	2363	59	M	1	0	X	X
573930	2363	7	F	1	0	X	X
573931	2363	7	F	1	0	X	X
901770	2363	51	F	1	0	X	X
587995	2363	9	F	1	0	X	X
79517	2363	12	M	1	0	X	X
137642	2363	22	M	1	0	X	X
925917	2363	54	F	1	0	X	X
925916	2363	54	F	1	0	X	X
331358	2363	46	M	1	0	X	X
635658	2363	17	F	1	0	X	X
1151180	2363	87	F	1	0	X	X
164373	2363	27	M	1	0	X	X
231911	2363	35	M	1	0	X	X
231910	2363	35	M	1	0	X	X
242573	2363	36	M	1	0	X	X
957420	2363	58	F	1	0	X	X
242572	2363	36	M	1	0	X	X
369943	2363	51	M	1	0	X	X
272396	2363	39	M	1	0	X	X
542080	2363	2	F	1	0	X	X
430371	2363	60	M	1	0	X	X
1059917	2363	69	F	1	0	X	X
941128	2363	56	F	1	0	X	X
984784	2363	61	F	1	0	X	X
403582	2363	56	M	1	0	X	X
410096	2363	57	M	1	0	X	X
782488	2363	38	F	1	0	X	X
518787	2363	78	M	1	0	X	X
362460	2363	50	M	1	0	X	X
437606	2363	61	M	1	0	X	X
262553	2363	38	M	1	0	X	X
362461	2363	50	M	1	0	X	X
202078	2363	32	M	1	0	X	X
619360	2363	14	F	1	0	X	X
211444	2363	33	M	1	0	X	X
58867	2363	9	M	1	0	X	X
211445	2363	33	M	1	0	X	X
221549	2363	34	M	1	0	X	X
221548	2363	34	M	1	0	X	X
721989	2363	32	F	1	0	X	X
675337	2363	25	F	1	0	X	X
651754	2363	20	F	1	0	X	X
513376	2363	75	M	1	0	X	X
821097	2363	42	F	1	0	X	X
347384	2365	48	M	1	0	X	X
437608	2365	61	M	1	0	X	X
762202	2365	36	F	1	0	X	X
1059918	2365	69	F	1	0	X	X
403583	2371	56	M	1	0	X	X
587996	2371	9	F	1	0	X	X
22279	2371	4	M	1	0	X	X
1101227	2371	74	F	1	0	X	X
553380	2371	4	F	1	0	X	X
839061	2371	44	F	1	0	X	X
839062	2371	44	F	1	0	X	X
537214	2371	1	F	1	0	X	X
685913	2371	27	F	1	0	X	X
221551	2371	34	M	1	0	X	X
307274	2371	43	M	1	0	X	X
158399	2371	26	M	1	0	X	X
522889	2371	81	M	1	0	X	X
290010	2371	41	M	1	0	X	X
1107613	2371	75	F	1	0	X	X
1107614	2371	75	F	1	0	X	X
36239	2373	6	M	1	0	X	X
132327	2373	21	M	1	0	X	X
430372	2373	60	M	1	0	X	X
170453	2373	28	M	1	0	X	X
957421	2373	58	F	1	0	X	X
192763	2373	31	M	1	0	X	X
848006	2373	45	F	1	0	X	X
410097	2373	57	M	1	0	X	X
437609	2373	61	M	1	0	X	X
109804	2373	17	M	1	0	X	X
587997	2373	9	F	1	0	X	X
705293	2374	30	F	1	0	X	X
272397	2374	39	M	1	0	X	X
661419	2375	22	F	1	0	X	X
158400	2375	26	M	1	0	X	X
721991	2380	32	F	1	0	X	X
516054	2380	76	M	1	0	X	X
497735	2380	71	M	1	0	X	X
866750	2381	47	F	1	0	X	X
132328	2381	21	M	1	0	X	X
184635	2381	30	M	1	0	X	X
192764	2382	31	M	1	0	X	X
901771	2382	51	F	1	0	X	X
28765	2382	5	M	1	0	X	X
566691	2382	6	F	1	0	X	X
390678	2382	54	M	1	0	X	X
559514	2382	5	F	1	0	X	X
470892	2388	66	M	1	0	X	X
28766	2388	5	M	1	0	X	X
884429	2388	49	F	1	0	X	X
1023475	2388	65	F	1	0	X	X
705294	2388	30	F	1	0	X	X
559515	2388	5	F	1	0	X	X
884430	2389	49	F	1	0	X	X
1138538	2389	83	F	1	0	X	X
176998	2389	29	M	1	0	X	X
1107615	2389	75	F	1	0	X	X
691850	2389	28	F	1	0	X	X
875680	2389	48	F	1	0	X	X
532321	2389	0	F	1	0	X	X
1013881	2389	64	F	1	0	X	X
152988	2389	25	M	1	0	X	X
416624	2389	58	M	1	0	X	X
73126	2389	11	M	1	0	X	X
830148	2393	43	F	1	0	X	X
281337	2393	40	M	1	0	X	X
1068755	2393	70	F	1	0	X	X
115673	2393	18	M	1	0	X	X
242575	2393	36	M	1	0	X	X
581149	2398	8	F	1	0	X	X
437611	2398	61	M	1	0	X	X
830149	2398	43	F	1	0	X	X
641299	2398	18	F	1	0	X	X
403585	2398	56	M	1	0	X	X
142783	2398	23	M	1	0	X	X
918270	2398	53	F	1	0	X	X
705295	2398	30	F	1	0	X	X
721993	2398	32	F	1	0	X	X
782491	2398	38	F	1	0	X	X
242576	2398	36	M	1	0	X	X
646641	2398	19	F	1	0	X	X
811447	2398	41	F	1	0	X	X
994824	2398	62	F	1	0	X	X
470894	2398	66	M	1	0	X	X
390680	2398	54	M	1	0	X	X
158401	2398	26	M	1	0	X	X
601426	2398	11	F	1	0	X	X
221555	2401	34	M	1	0	X	X
918272	2401	53	F	1	0	X	X
1068757	2401	70	F	1	0	X	X
839063	2401	44	F	1	0	X	X
211447	2401	33	M	1	0	X	X
893176	2401	50	F	1	0	X	X
984787	2401	61	F	1	0	X	X
601427	2401	11	F	1	0	X	X
685915	2401	27	F	1	0	X	X
566693	2401	6	F	1	0	X	X
377670	2401	52	M	1	0	X	X
721994	2401	32	F	1	0	X	X
410101	2401	57	M	1	0	X	X
482631	2401	68	M	1	0	X	X
901772	2403	51	F	1	0	X	X
830151	2403	43	F	1	0	X	X
666028	2403	23	F	1	0	X	X
721995	2403	32	F	1	0	X	X
1068758	2403	70	F	1	0	X	X
1154434	2403	90	F	1	0	X	X
423351	2403	59	M	1	0	X	X
762204	2403	36	F	1	0	X	X
705296	2404	30	F	1	0	X	X
28767	2404	5	M	1	0	X	X
1004359	2404	63	F	1	0	X	X
975354	2404	60	F	1	0	X	X
43949	2404	7	M	1	0	X	X
390681	2404	54	M	1	0	X	X
839064	2405	44	F	1	0	X	X
751837	2405	35	F	1	0	X	X
121485	2405	19	M	1	0	X	X
601429	2405	11	F	1	0	X	X
104198	2405	16	M	1	0	X	X
821102	2407	42	F	1	0	X	X
403588	2407	56	M	1	0	X	X
721996	2407	32	F	1	0	X	X
262557	2407	38	M	1	0	X	X
994826	2407	62	F	1	0	X	X
262556	2407	38	M	1	0	X	X
445292	2407	62	M	1	0	X	X
36241	2407	6	M	1	0	X	X
458508	2407	64	M	1	0	X	X
1129356	2407	81	F	1	0	X	X
1085667	2407	72	F	1	0	X	X
821101	2407	42	F	1	0	X	X
933483	2407	55	F	1	0	X	X
893177	2408	50	F	1	0	X	X
506524	2408	73	M	1	0	X	X
430373	2408	60	M	1	0	X	X
1085668	2408	72	F	1	0	X	X
721997	2408	32	F	1	0	X	X
691851	2409	28	F	1	0	X	X
1085670	2409	72	F	1	0	X	X
1138540	2409	83	F	1	0	X	X
121486	2409	19	M	1	0	X	X
1051236	2409	68	F	1	0	X	X
1085669	2409	72	F	1	0	X	X
698090	2409	29	F	1	0	X	X
984789	2409	61	F	1	0	X	X
772518	2409	37	F	1	0	X	X
1133918	2409	82	F	1	0	X	X
646642	2409	19	F	1	0	X	X
502262	2409	72	M	1	0	X	X
403589	2409	56	M	1	0	X	X
506525	2409	73	M	1	0	X	X
772519	2409	37	F	1	0	X	X
641300	2409	18	F	1	0	X	X
323299	2409	45	M	1	0	X	X
51442	2409	8	M	1	0	X	X
531316	2409	91	M	1	0	X	X
532322	2409	0	F	1	0	X	X
1068760	2409	70	F	1	0	X	X
1068759	2409	70	F	1	0	X	X
184636	2409	30	M	1	0	X	X
661420	2409	22	F	1	0	X	X
772520	2409	37	F	1	0	X	X
811448	2409	41	F	1	0	X	X
487912	2409	69	M	1	0	X	X
705297	2409	30	F	1	0	X	X
1094010	2409	73	F	1	0	X	X
1094009	2409	73	F	1	0	X	X
656531	2409	21	F	1	0	X	X
416625	2409	58	M	1	0	X	X
497736	2409	71	M	1	0	X	X
966280	2409	59	F	1	0	X	X
109806	2409	17	M	1	0	X	X
1013882	2409	64	F	1	0	X	X
58873	2409	9	M	1	0	X	X
202082	2409	32	M	1	0	X	X
298761	2409	42	M	1	0	X	X
347387	2409	48	M	1	0	X	X
482632	2409	68	M	1	0	X	X
984788	2409	61	F	1	0	X	X
680367	2409	26	F	1	0	X	X
713240	2409	31	F	1	0	X	X
984790	2409	61	F	1	0	X	X
127091	2409	20	M	1	0	X	X
127092	2409	20	M	1	0	X	X
369946	2409	51	M	1	0	X	X
281339	2409	40	M	1	0	X	X
445293	2409	62	M	1	0	X	X
430375	2409	60	M	1	0	X	X
430374	2409	60	M	1	0	X	X
594948	2409	10	F	1	0	X	X
588000	2409	9	F	1	0	X	X
137647	2409	22	M	1	0	X	X
28768	2409	5	M	1	0	X	X
377671	2409	52	M	1	0	X	X
802125	2409	40	F	1	0	X	X
1023477	2409	65	F	1	0	X	X
142784	2409	23	M	1	0	X	X
354782	2409	49	M	1	0	X	X
98519	2409	15	M	1	0	X	X
98520	2409	15	M	1	0	X	X
542083	2409	2	F	1	0	X	X
339601	2409	47	M	1	0	X	X
1157749	2409	95	F	1	0	X	X
884432	2409	49	F	1	0	X	X
581151	2409	8	F	1	0	X	X
559517	2409	5	F	1	0	X	X
66203	2409	10	M	1	0	X	X
918273	2409	53	F	1	0	X	X
1077373	2409	71	F	1	0	X	X
152990	2409	25	M	1	0	X	X
36242	2409	6	M	1	0	X	X
731433	2409	33	F	1	0	X	X
1004360	2412	63	F	1	0	X	X
884433	2412	49	F	1	0	X	X
1068761	2412	70	F	1	0	X	X
751838	2412	35	F	1	0	X	X
1032541	2412	66	F	1	0	X	X
532323	2412	0	F	1	0	X	X
866755	2412	47	F	1	0	X	X
230	2412	0	M	1	0	X	X
10623	2412	2	M	1	0	X	X
513377	2412	75	M	1	0	X	X
184637	2412	30	M	1	0	X	X
423352	2412	59	M	1	0	X	X
354783	2414	49	M	1	0	X	X
821104	2414	42	F	1	0	X	X
537215	2414	1	F	1	0	X	X
202083	2414	32	M	1	0	X	X
1116762	2414	77	F	1	0	X	X
92576	2414	14	M	1	0	X	X
1004361	2414	63	F	1	0	X	X
437612	2414	61	M	1	0	X	X
607542	2414	12	F	1	0	X	X
830152	2414	43	F	1	0	X	X
132331	2414	21	M	1	0	X	X
613441	2414	13	F	1	0	X	X
410102	2414	57	M	1	0	X	X
994827	2414	62	F	1	0	X	X
751839	2414	35	F	1	0	X	X
802126	2414	40	F	1	0	X	X
721998	2414	32	F	1	0	X	X
691852	2414	28	F	1	0	X	X
79520	2414	12	M	1	0	X	X
1059921	2414	69	F	1	0	X	X
390682	2414	54	M	1	0	X	X
79521	2414	12	M	1	0	X	X
16121	2414	3	M	1	0	X	X
910431	2414	52	F	1	0	X	X
104199	2414	16	M	1	0	X	X
66204	2414	10	M	1	0	X	X
675341	2422	25	F	1	0	X	X
396999	2422	55	M	1	0	X	X
1094011	2422	73	F	1	0	X	X
866758	2422	47	F	1	0	X	X
423353	2422	59	M	1	0	X	X
685916	2422	27	F	1	0	X	X
802127	2422	40	F	1	0	X	X
98521	2422	15	M	1	0	X	X
901775	2422	51	F	1	0	X	X
92577	2424	14	M	1	0	X	X
497737	2424	71	M	1	0	X	X
957424	2424	58	F	1	0	X	X
762210	2424	36	F	1	0	X	X
22285	2424	4	M	1	0	X	X
22284	2424	4	M	1	0	X	X
22283	2424	4	M	1	0	X	X
410104	2424	57	M	1	0	X	X
624996	2424	15	F	1	0	X	X
910434	2424	52	F	1	0	X	X
762209	2424	36	F	1	0	X	X
298763	2424	42	M	1	0	X	X
298762	2424	42	M	1	0	X	X
347388	2424	48	M	1	0	X	X
772524	2424	37	F	1	0	X	X
377674	2424	52	M	1	0	X	X
377673	2424	52	M	1	0	X	X
607544	2424	12	F	1	0	X	X
497738	2424	71	M	1	0	X	X
646645	2424	19	F	1	0	X	X
1121428	2424	79	F	1	0	X	X
28771	2424	5	M	1	0	X	X
537216	2424	1	F	1	0	X	X
646643	2424	19	F	1	0	X	X
28774	2424	5	M	1	0	X	X
1032544	2424	66	F	1	0	X	X
581152	2424	8	F	1	0	X	X
315282	2424	44	M	1	0	X	X
1041853	2424	67	F	1	0	X	X
177001	2424	29	M	1	0	X	X
177002	2424	29	M	1	0	X	X
362464	2424	50	M	1	0	X	X
28773	2424	5	M	1	0	X	X
430377	2424	60	M	1	0	X	X
613443	2424	13	F	1	0	X	X
1004367	2424	63	F	1	0	X	X
1004368	2424	63	F	1	0	X	X
451991	2424	63	M	1	0	X	X
142788	2424	23	M	1	0	X	X
142789	2424	23	M	1	0	X	X
323301	2424	45	M	1	0	X	X
613442	2424	13	F	1	0	X	X
430376	2424	60	M	1	0	X	X
192769	2424	31	M	1	0	X	X
28772	2424	5	M	1	0	X	X
1068763	2424	70	F	1	0	X	X
152993	2424	25	M	1	0	X	X
377675	2424	52	M	1	0	X	X
152992	2424	25	M	1	0	X	X
624995	2424	15	F	1	0	X	X
848010	2424	45	F	1	0	X	X
848011	2424	45	F	1	0	X	X
848012	2424	45	F	1	0	X	X
751843	2424	35	F	1	0	X	X
751842	2424	35	F	1	0	X	X
1107618	2424	75	F	1	0	X	X
403591	2424	56	M	1	0	X	X
403590	2424	56	M	1	0	X	X
445295	2424	62	M	1	0	X	X
354785	2424	49	M	1	0	X	X
802128	2424	40	F	1	0	X	X
445296	2424	62	M	1	0	X	X
513378	2424	75	M	1	0	X	X
513379	2424	75	M	1	0	X	X
121488	2424	19	M	1	0	X	X
646644	2424	19	F	1	0	X	X
397000	2424	55	M	1	0	X	X
79524	2424	12	M	1	0	X	X
1004370	2424	63	F	1	0	X	X
607543	2424	12	F	1	0	X	X
5419	2424	1	M	1	0	X	X
132332	2424	21	M	1	0	X	X
547342	2424	3	F	1	0	X	X
492971	2424	70	M	1	0	X	X
1151181	2424	87	F	1	0	X	X
1154435	2424	90	F	1	0	X	X
158402	2424	26	M	1	0	X	X
1059926	2424	69	F	1	0	X	X
132333	2424	21	M	1	0	X	X
1059925	2424	69	F	1	0	X	X
601430	2424	11	F	1	0	X	X
656536	2424	21	F	1	0	X	X
339602	2424	47	M	1	0	X	X
164377	2424	27	M	1	0	X	X
566696	2424	6	F	1	0	X	X
698093	2424	29	F	1	0	X	X
1094013	2424	73	F	1	0	X	X
1129358	2424	81	F	1	0	X	X
901776	2424	51	F	1	0	X	X
470895	2424	66	M	1	0	X	X
281340	2424	40	M	1	0	X	X
437613	2424	61	M	1	0	X	X
482633	2424	68	M	1	0	X	X
482634	2424	68	M	1	0	X	X
994829	2424	62	F	1	0	X	X
933484	2424	55	F	1	0	X	X
721999	2424	32	F	1	0	X	X
994830	2424	62	F	1	0	X	X
994831	2424	62	F	1	0	X	X
594951	2424	10	F	1	0	X	X
782493	2424	38	F	1	0	X	X
281341	2424	40	M	1	0	X	X
698095	2424	29	F	1	0	X	X
1094012	2424	73	F	1	0	X	X
918274	2424	53	F	1	0	X	X
698094	2424	29	F	1	0	X	X
73130	2424	11	M	1	0	X	X
1023479	2424	65	F	1	0	X	X
1004369	2424	63	F	1	0	X	X
1023480	2424	65	F	1	0	X	X
1013883	2424	64	F	1	0	X	X
252632	2424	37	M	1	0	X	X
875682	2424	48	F	1	0	X	X
857203	2424	46	F	1	0	X	X
1113316	2424	76	F	1	0	X	X
202086	2424	32	M	1	0	X	X
233	2424	0	M	1	0	X	X
290012	2424	41	M	1	0	X	X
98522	2424	15	M	1	0	X	X
307276	2424	43	M	1	0	X	X
821107	2424	42	F	1	0	X	X
821106	2424	42	F	1	0	X	X
839067	2424	44	F	1	0	X	X
839068	2424	44	F	1	0	X	X
661421	2424	22	F	1	0	X	X
830155	2424	43	F	1	0	X	X
369952	2424	51	M	1	0	X	X
573937	2424	7	F	1	0	X	X
211451	2424	33	M	1	0	X	X
211450	2424	33	M	1	0	X	X
949254	2424	57	F	1	0	X	X
1077378	2424	71	F	1	0	X	X
588003	2424	9	F	1	0	X	X
731438	2424	33	F	1	0	X	X
262561	2424	38	M	1	0	X	X
262562	2424	38	M	1	0	X	X
262563	2424	38	M	1	0	X	X
792767	2424	39	F	1	0	X	X
10625	2424	2	M	1	0	X	X
792766	2424	39	F	1	0	X	X
79523	2424	12	M	1	0	X	X
262560	2424	38	M	1	0	X	X
966284	2431	59	F	1	0	X	X
184640	2431	30	M	1	0	X	X
1158168	2431	97	F	1	0	X	X
957425	2436	58	F	1	0	X	X
211452	2436	33	M	1	0	X	X
857204	2436	46	F	1	0	X	X
1059928	2436	69	F	1	0	X	X
451993	2436	63	M	1	0	X	X
58875	2436	9	M	1	0	X	X
830156	2437	43	F	1	0	X	X
416627	2437	58	M	1	0	X	X
588006	2437	9	F	1	0	X	X
661422	2437	22	F	1	0	X	X
941135	2437	56	F	1	0	X	X
28776	2437	5	M	1	0	X	X
430378	2437	60	M	1	0	X	X
1113317	2437	76	F	1	0	X	X
1138542	2437	83	F	1	0	X	X
43954	2437	7	M	1	0	X	X
594952	2437	10	F	1	0	X	X
537217	2437	1	F	1	0	X	X
762212	2438	36	F	1	0	X	X
573938	2438	7	F	1	0	X	X
184641	2438	30	M	1	0	X	X
685917	2438	27	F	1	0	X	X
519815	2438	79	M	1	0	X	X
884435	2438	49	F	1	0	X	X
1133921	2438	82	F	1	0	X	X
941137	2438	56	F	1	0	X	X
1101229	2438	74	F	1	0	X	X
624997	2438	15	F	1	0	X	X
741300	2438	34	F	1	0	X	X
1077379	2438	71	F	1	0	X	X
211453	2438	33	M	1	0	X	X
966286	2438	59	F	1	0	X	X
423354	2438	59	M	1	0	X	X
884436	2438	49	F	1	0	X	X
941136	2438	56	F	1	0	X	X
527545	2439	84	M	1	0	X	X
390684	2439	54	M	1	0	X	X
152994	2439	25	M	1	0	X	X
949256	2439	57	F	1	0	X	X
192770	2439	31	M	1	0	X	X
1156206	2439	92	F	1	0	X	X
918275	2439	53	F	1	0	X	X
901777	2439	51	F	1	0	X	X
1068765	2439	70	F	1	0	X	X
519816	2439	79	M	1	0	X	X
792769	2439	39	F	1	0	X	X
1133922	2439	82	F	1	0	X	X
242580	2439	36	M	1	0	X	X
566698	2439	6	F	1	0	X	X
1004371	2439	63	F	1	0	X	X
691855	2439	28	F	1	0	X	X
416628	2441	58	M	1	0	X	X
994836	2441	62	F	1	0	X	X
1101230	2441	74	F	1	0	X	X
445297	2455	62	M	1	0	X	X
866760	2455	47	F	1	0	X	X
137651	2455	22	M	1	0	X	X
492977	2455	70	M	1	0	X	X
487914	2455	69	M	1	0	X	X
430379	2455	60	M	1	0	X	X
458511	2455	64	M	1	0	X	X
137652	2457	22	M	1	0	X	X
537219	2457	1	F	1	0	X	X
242586	2464	36	M	1	0	X	X
281345	2464	40	M	1	0	X	X
933485	2464	55	F	1	0	X	X
281346	2464	40	M	1	0	X	X
339603	2464	47	M	1	0	X	X
98525	2464	15	M	1	0	X	X
607545	2464	12	F	1	0	X	X
581154	2464	8	F	1	0	X	X
51447	2464	8	M	1	0	X	X
901779	2465	51	F	1	0	X	X
698097	2465	29	F	1	0	X	X
437616	2465	61	M	1	0	X	X
619364	2465	14	F	1	0	X	X
43956	2465	7	M	1	0	X	X
202091	2469	32	M	1	0	X	X
1051239	2469	68	F	1	0	X	X
656538	2469	21	F	1	0	X	X
573941	2469	7	F	1	0	X	X
1023485	2469	65	F	1	0	X	X
542085	2469	2	F	1	0	X	X
762215	2469	36	F	1	0	X	X
132334	2472	21	M	1	0	X	X
528628	2472	85	M	1	0	X	X
594954	2472	10	F	1	0	X	X
202092	2472	32	M	1	0	X	X
121491	2472	19	M	1	0	X	X
691857	2472	28	F	1	0	X	X
184643	2472	30	M	1	0	X	X
588008	2476	9	F	1	0	X	X
252635	2476	37	M	1	0	X	X
22290	2476	4	M	1	0	X	X
290018	2476	41	M	1	0	X	X
751846	2476	35	F	1	0	X	X
713241	2476	31	F	1	0	X	X
445302	2476	62	M	1	0	X	X
641302	2476	18	F	1	0	X	X
811454	2478	41	F	1	0	X	X
957430	2478	58	F	1	0	X	X
607546	2478	12	F	1	0	X	X
43958	2478	7	M	1	0	X	X
957429	2478	58	F	1	0	X	X
722003	2478	32	F	1	0	X	X
1004375	2478	63	F	1	0	X	X
901781	2478	51	F	1	0	X	X
741303	2478	34	F	1	0	X	X
685921	2478	27	F	1	0	X	X
811455	2483	41	F	1	0	X	X
705305	2483	30	F	1	0	X	X
132335	2483	21	M	1	0	X	X
566701	2483	6	F	1	0	X	X
933487	2484	55	F	1	0	X	X
537220	2484	1	F	1	0	X	X
513382	2484	75	M	1	0	X	X
588010	2484	9	F	1	0	X	X
1041857	2484	67	F	1	0	X	X
537221	2484	1	F	1	0	X	X
1094016	2484	73	F	1	0	X	X
751847	2484	35	F	1	0	X	X
670769	2484	24	F	1	0	X	X
362467	2484	50	M	1	0	X	X
237	2484	0	M	1	0	X	X
957431	2487	58	F	1	0	X	X
1149232	2487	86	F	1	0	X	X
164381	2487	27	M	1	0	X	X
751848	2487	35	F	1	0	X	X
619366	2487	14	F	1	0	X	X
670770	2487	24	F	1	0	X	X
16126	2487	3	M	1	0	X	X
362468	2487	50	M	1	0	X	X
713244	2487	31	F	1	0	X	X
1146441	2487	85	F	1	0	X	X
202094	2489	32	M	1	0	X	X
1059930	2489	69	F	1	0	X	X
646646	2489	19	F	1	0	X	X
177004	2489	29	M	1	0	X	X
147954	2489	24	M	1	0	X	X
656541	2489	21	F	1	0	X	X
685923	2489	27	F	1	0	X	X
646647	2489	19	F	1	0	X	X
177005	2494	29	M	1	0	X	X
839080	2494	44	F	1	0	X	X
339605	2494	47	M	1	0	X	X
782495	2494	38	F	1	0	X	X
202095	2494	32	M	1	0	X	X
949257	2494	57	F	1	0	X	X
5421	2494	1	M	1	0	X	X
1013891	2494	64	F	1	0	X	X
559523	2495	5	F	1	0	X	X
830157	2495	43	F	1	0	X	X
315289	2495	44	M	1	0	X	X
315290	2495	44	M	1	0	X	X
651760	2495	20	F	1	0	X	X
410109	2495	57	M	1	0	X	X
1129361	2495	81	F	1	0	X	X
410108	2495	57	M	1	0	X	X
741304	2495	34	F	1	0	X	X
910443	2495	52	F	1	0	X	X
430386	2495	60	M	1	0	X	X
1004377	2496	63	F	1	0	X	X
821109	2496	42	F	1	0	X	X
362469	2496	50	M	1	0	X	X
581156	2496	8	F	1	0	X	X
848022	2499	45	F	1	0	X	X
242592	2499	36	M	1	0	X	X
731453	2499	33	F	1	0	X	X
390687	2499	54	M	1	0	X	X
691858	2499	28	F	1	0	X	X
231919	2499	35	M	1	0	X	X
848021	2499	45	F	1	0	X	X
553389	2499	4	F	1	0	X	X
918280	2499	53	F	1	0	X	X
464967	2500	65	M	1	0	X	X
1094017	2500	73	F	1	0	X	X
994842	2500	62	F	1	0	X	X
132337	2500	21	M	1	0	X	X
1041858	2500	67	F	1	0	X	X
147955	2500	24	M	1	0	X	X
1094018	2500	73	F	1	0	X	X
476902	2500	67	M	1	0	X	X
630328	2500	16	F	1	0	X	X
423358	2500	59	M	1	0	X	X
893186	2500	50	F	1	0	X	X
403594	2500	56	M	1	0	X	X
22291	2500	4	M	1	0	X	X
1068766	2500	70	F	1	0	X	X
1085674	2500	72	F	1	0	X	X
782497	2500	38	F	1	0	X	X
252638	2500	37	M	1	0	X	X
782496	2500	38	F	1	0	X	X
772533	2500	37	F	1	0	X	X
625002	2500	15	F	1	0	X	X
506529	2500	73	M	1	0	X	X
331363	2506	46	M	1	0	X	X
588012	2506	9	F	1	0	X	X
416634	2506	58	M	1	0	X	X
975365	2506	60	F	1	0	X	X
1068767	2506	70	F	1	0	X	X
323308	2506	45	M	1	0	X	X
957433	2506	58	F	1	0	X	X
109812	2506	17	M	1	0	X	X
51449	2506	8	M	1	0	X	X
362470	2506	50	M	1	0	X	X
28782	2506	5	M	1	0	X	X
722007	2506	32	F	1	0	X	X
231921	2506	35	M	1	0	X	X
184648	2506	30	M	1	0	X	X
397005	2506	55	M	1	0	X	X
397004	2506	55	M	1	0	X	X
104204	2506	16	M	1	0	X	X
893187	2506	50	F	1	0	X	X
