	sp_id	stcotrbg	hh_race	hh_income	hh_size	latitude	longitude	location	mo_name
27729	27730	190000	1	0.0	11	53.258718709	50.331489468	POINT (50.331489468 53.258718709)	Кировский район
23335	23336	190000	1	0.0	17	53.243786776	50.348786679	POINT (50.348786679 53.243786776)	Кировский район
21233	21234	190000	1	0.0	14	53.237531404	50.25810899	POINT (50.25810899 53.237531404)	Кировский район
23396	23397	190000	1	0.0	5	53.243955621	50.331444956	POINT (50.331444956 53.243955621)	Кировский район
21031	21032	190000	1	0.0	7	53.236761	50.33222225	POINT (50.33222225 53.236761)	Кировский район
16513	16514	190000	1	0.0	10	53.222651534	50.259974809	POINT (50.259974809 53.222651534)	Кировский район
27961	27962	190000	1	0.0	3	53.25963135	50.33429415	POINT (50.33429415 53.25963135)	Кировский район
26062	26063	190000	1	0.0	6	53.253159074	50.316579759	POINT (50.316579759 53.253159074)	Кировский район
27883	27884	190000	1	0.0	7	53.25929236	50.318904445	POINT (50.318904445 53.25929236)	Кировский район
28543	28544	190000	1	0.0	5	53.263149449	50.236928934	POINT (50.236928934 53.263149449)	Кировский район
26548	26549	190000	1	0.0	18	53.25451635	50.32636625	POINT (50.32636625 53.25451635)	Кировский район
27405	27406	190000	1	0.0	6	53.257527376	50.348071691	POINT (50.348071691 53.257527376)	Кировский район
23012	23013	190000	1	0.0	1	53.242839839	50.349457499	POINT (50.349457499 53.242839839)	Кировский район
20779	20780	190000	1	0.0	12	53.235814156	50.261756364	POINT (50.261756364 53.235814156)	Кировский район
21330	21331	190000	1	0.0	8	53.237841396	50.312184898	POINT (50.312184898 53.237841396)	Кировский район
20494	20495	190000	1	0.0	162	53.234937185	50.273230438	POINT (50.273230438 53.234937185)	Кировский район
29102	29103	190000	1	0.0	10	53.271875733	50.228960975	POINT (50.228960975 53.271875733)	Кировский район
20332	20333	190000	1	0.0	26	53.234462962	50.243006462	POINT (50.243006462 53.234462962)	Кировский район
11612	11613	190000	1	0.0	7	53.192933989	50.298147469	POINT (50.298147469 53.192933989)	Кировский район
20091	20092	190000	1	0.0	18	53.233779956	50.283652831	POINT (50.283652831 53.233779956)	Кировский район
24874	24875	190000	1	0.0	19	53.248791361	50.340328533	POINT (50.340328533 53.248791361)	Кировский район
20739	20740	190000	1	0.0	6	53.235686753	50.306987927	POINT (50.306987927 53.235686753)	Кировский район
22504	22505	190000	1	0.0	6	53.241352476	50.309008737	POINT (50.309008737 53.241352476)	Кировский район
28989	28990	190000	1	0.0	10	53.26883045	50.2274467	POINT (50.2274467 53.26883045)	Кировский район
21498	21499	190000	1	0.0	17	53.238370234	50.328551288	POINT (50.328551288 53.238370234)	Кировский район
26262	26263	190000	1	0.0	5	53.253744	50.3350809	POINT (50.3350809 53.253744)	Кировский район
28540	28541	190000	1	0.0	6	53.2631343	50.31748615	POINT (50.31748615 53.2631343)	Кировский район
29212	29213	190000	1	0.0	8	53.277540654	50.260408126	POINT (50.260408126 53.277540654)	Кировский район
24555	24556	190000	1	0.0	9	53.247584887	50.336244377	POINT (50.336244377 53.247584887)	Кировский район
19782	19783	190000	1	0.0	10	53.232893236	50.310262313	POINT (50.310262313 53.232893236)	Кировский район
26537	26538	190000	1	0.0	7	53.25448595	50.3450432	POINT (50.3450432 53.25448595)	Кировский район
19936	19937	190000	1	0.0	7	53.233328567	50.312017996	POINT (50.312017996 53.233328567)	Кировский район
20267	20268	190000	1	0.0	6	53.234271197	50.305347073	POINT (50.305347073 53.234271197)	Кировский район
20778	20779	190000	1	0.0	11	53.235813733	50.304151786	POINT (50.304151786 53.235813733)	Кировский район
26549	26550	190000	1	0.0	12	53.254529359	50.349019221	POINT (50.349019221 53.254529359)	Кировский район
28749	28750	190000	1	0.0	7	53.26465485	50.24161125	POINT (50.24161125 53.26465485)	Кировский район
24756	24757	190000	1	0.0	6	53.248287127	50.339994275	POINT (50.339994275 53.248287127)	Кировский район
28500	28501	190000	1	0.0	12	53.262915285	50.328118342	POINT (50.328118342 53.262915285)	Кировский район
28120	28121	190000	1	0.0	5	53.260506819	50.332578481	POINT (50.332578481 53.260506819)	Кировский район
26680	26681	190000	1	0.0	3	53.2548939	50.3496404	POINT (50.3496404 53.2548939)	Кировский район
27643	27644	190000	1	0.0	12	53.258330841	50.33156628	POINT (50.33156628 53.258330841)	Кировский район
26335	26336	190000	1	0.0	11	53.25396712	50.323692539	POINT (50.323692539 53.25396712)	Кировский район
26938	26939	190000	1	0.0	14	53.255747195	50.318776074	POINT (50.318776074 53.255747195)	Кировский район
17621	17622	190000	1	0.0	53	53.226146379	50.2616249	POINT (50.2616249 53.226146379)	Кировский район
23875	23876	190000	1	0.0	8	53.24535526	50.315902976	POINT (50.315902976 53.24535526)	Кировский район
22692	22693	190000	1	0.0	1	53.241893444	50.349567982	POINT (50.349567982 53.241893444)	Кировский район
28930	28931	190000	1	0.0	14	53.2681831	50.23220175	POINT (50.23220175 53.2681831)	Кировский район
24658	24659	190000	1	0.0	4	53.247938196	50.316722024	POINT (50.316722024 53.247938196)	Кировский район
27249	27250	190000	1	0.0	14	53.256941757	50.328952226	POINT (50.328952226 53.256941757)	Кировский район
25611	25612	190000	1	0.0	5	53.25138545	50.3145243	POINT (50.3145243 53.25138545)	Кировский район
27978	27979	190000	1	0.0	17	53.25975836	50.331678306	POINT (50.331678306 53.25975836)	Кировский район
25478	25479	190000	1	0.0	6	53.250911146	50.347702323	POINT (50.347702323 53.250911146)	Кировский район
26833	26834	190000	1	0.0	6	53.255341339	50.340666321	POINT (50.340666321 53.255341339)	Кировский район
21164	21165	190000	1	0.0	103	53.237304644	50.280562136	POINT (50.280562136 53.237304644)	Кировский район
25721	25722	190000	1	0.0	9	53.251892613	50.320644603	POINT (50.320644603 53.251892613)	Кировский район
28962	28963	190000	1	0.0	12	53.268532817	50.233296952	POINT (50.233296952 53.268532817)	Кировский район
27043	27044	190000	1	0.0	9	53.25612455	50.35598875	POINT (50.35598875 53.25612455)	Кировский район
20191	20192	190000	1	0.0	12	53.234056673	50.303883417	POINT (50.303883417 53.234056673)	Кировский район
24091	24092	190000	1	0.0	4	53.246085207	50.321965376	POINT (50.321965376 53.246085207)	Кировский район
28335	28336	190000	1	0.0	1	53.26175795	50.3219813	POINT (50.3219813 53.26175795)	Кировский район
22190	22191	190000	1	0.0	5	53.240545133	50.339559304	POINT (50.339559304 53.240545133)	Кировский район
28264	28265	190000	1	0.0	15	53.261377212	50.337476918	POINT (50.337476918 53.261377212)	Кировский район
26983	26984	190000	1	0.0	7	53.255936713	50.349345278	POINT (50.349345278 53.255936713)	Кировский район
28688	28689	190000	1	0.0	5	53.2642125	50.2394827	POINT (50.2394827 53.2642125)	Кировский район
29315	29316	190000	1	0.0	4	53.28668819	50.242061581	POINT (50.242061581 53.28668819)	Кировский район
25536	25537	190000	1	0.0	7	53.251107623	50.35131057	POINT (50.35131057 53.251107623)	Кировский район
24321	24322	190000	1	0.0	11	53.246826946	50.319211574	POINT (50.319211574 53.246826946)	Кировский район
23973	23974	190000	1	0.0	4	53.24566927	50.3517589	POINT (50.3517589 53.24566927)	Кировский район
22322	22323	190000	1	0.0	7	53.24086136	50.336631433	POINT (50.336631433 53.24086136)	Кировский район
24394	24395	190000	1	0.0	2	53.247021883	50.355667051	POINT (50.355667051 53.247021883)	Кировский район
28249	28250	190000	1	0.0	4	53.261300892	50.328222242	POINT (50.328222242 53.261300892)	Кировский район
22311	22312	190000	1	0.0	5	53.240835421	50.329326414	POINT (50.329326414 53.240835421)	Кировский район
25379	25380	190000	1	0.0	3	53.250568826	50.335456689	POINT (50.335456689 53.250568826)	Кировский район
27458	27459	190000	1	0.0	17	53.257680627	50.321402184	POINT (50.321402184 53.257680627)	Кировский район
19280	19281	190000	1	0.0	9	53.231552209	50.309687399	POINT (50.309687399 53.231552209)	Кировский район
29546	29547	190000	1	0.0	14	53.29123895	50.24344875	POINT (50.24344875 53.29123895)	Кировский район
26832	26833	190000	1	0.0	5	53.255339988	50.353885292	POINT (50.353885292 53.255339988)	Кировский район
24932	24933	190000	1	0.0	10	53.249029821	50.353832888	POINT (50.353832888 53.249029821)	Кировский район
22437	22438	190000	1	0.0	3	53.24116885	50.3302251	POINT (50.3302251 53.24116885)	Кировский район
23962	23963	190000	1	0.0	8	53.245633032	50.350352455	POINT (50.350352455 53.245633032)	Кировский район
21072	21073	190000	1	0.0	8	53.23692775	50.31747255	POINT (50.31747255 53.23692775)	Кировский район
18557	18558	190000	1	0.0	8	53.229340517	50.304555694	POINT (50.304555694 53.229340517)	Кировский район
20311	20312	190000	1	0.0	8	53.23439948	50.30292556	POINT (50.30292556 53.23439948)	Кировский район
22396	22397	190000	1	0.0	6	53.241070061	50.323043401	POINT (50.323043401 53.241070061)	Кировский район
21266	21267	190000	1	0.0	29	53.237625059	50.322131188	POINT (50.322131188 53.237625059)	Кировский район
26573	26574	190000	1	0.0	8	53.25459655	50.31690465	POINT (50.31690465 53.25459655)	Кировский район
17374	17375	190000	1	0.0	88	53.225332991	50.271230709	POINT (50.271230709 53.225332991)	Кировский район
29549	29550	190000	1	0.0	2	53.2912649	50.21797995	POINT (50.21797995 53.2912649)	Кировский район
23378	23379	190000	1	0.0	16	53.243892921	50.340123155	POINT (50.340123155 53.243892921)	Кировский район
27793	27794	190000	1	0.0	1	53.25895405	50.3467513	POINT (50.3467513 53.25895405)	Кировский район
23305	23306	190000	1	0.0	18	53.243699024	50.351095409	POINT (50.351095409 53.243699024)	Кировский район
28083	28084	190000	1	0.0	3	53.260312259	50.332648226	POINT (50.332648226 53.260312259)	Кировский район
20115	20116	190000	1	0.0	12	53.2338521	50.304255941	POINT (50.304255941 53.2338521)	Кировский район
26604	26605	190000	1	0.0	13	53.25467035	50.3223746	POINT (50.3223746 53.25467035)	Кировский район
27144	27145	190000	1	0.0	8	53.2565177	50.33372955	POINT (50.33372955 53.2565177)	Кировский район
25532	25533	190000	1	0.0	17	53.251094132	50.353281834	POINT (50.353281834 53.251094132)	Кировский район
20941	20942	190000	1	0.0	12	53.236415988	50.325576018	POINT (50.325576018 53.236415988)	Кировский район
22459	22460	190000	1	0.0	11	53.241228077	50.316186382	POINT (50.316186382 53.241228077)	Кировский район
23673	23674	190000	1	0.0	37	53.244787352	50.311521727	POINT (50.311521727 53.244787352)	Кировский район
21678	21679	190000	1	0.0	20	53.238989715	50.259809855	POINT (50.259809855 53.238989715)	Кировский район
27216	27217	190000	1	0.0	5	53.256801772	50.330656323	POINT (50.330656323 53.256801772)	Кировский район
18656	18657	190000	1	0.0	12	53.229674327	50.304863019	POINT (50.304863019 53.229674327)	Кировский район
19664	19665	190000	1	0.0	10	53.232561866	50.30081025	POINT (50.30081025 53.232561866)	Кировский район
24329	24330	190000	1	0.0	4	53.2468569	50.3236279	POINT (50.3236279 53.2468569)	Кировский район
27334	27335	190000	1	0.0	10	53.25728462	50.315906841	POINT (50.315906841 53.25728462)	Кировский район
27700	27701	190000	1	0.0	8	53.2585732	50.3351967	POINT (50.3351967 53.2585732)	Кировский район
25848	25849	190000	1	0.0	8	53.252352392	50.312999095	POINT (50.312999095 53.252352392)	Кировский район
20975	20976	190000	1	0.0	8	53.23656345	50.3308166	POINT (50.3308166 53.23656345)	Кировский район
18091	18092	190000	1	0.0	39	53.227732246	50.254510752	POINT (50.254510752 53.227732246)	Кировский район
22677	22678	190000	1	0.0	9	53.2418461	50.34982415	POINT (50.34982415 53.2418461)	Кировский район
26265	26266	190000	1	0.0	1	53.25375005	50.3597196	POINT (50.3597196 53.25375005)	Кировский район
26093	26094	190000	1	0.0	12	53.2532578	50.34196185	POINT (50.34196185 53.2532578)	Кировский район
27644	27645	190000	1	0.0	7	53.25833105	50.3424676	POINT (50.3424676 53.25833105)	Кировский район
21458	21459	190000	1	0.0	6	53.23825015	50.3270192	POINT (50.3270192 53.23825015)	Кировский район
19267	19268	190000	1	0.0	14	53.231516461	50.308598908	POINT (50.308598908 53.231516461)	Кировский район
15798	15799	190000	1	0.0	132	53.22033425	50.26851525	POINT (50.26851525 53.22033425)	Кировский район
28017	28018	190000	1	0.0	6	53.259969897	50.326450024	POINT (50.326450024 53.259969897)	Кировский район
21044	21045	190000	1	0.0	18	53.236813299	50.31985312	POINT (50.31985312 53.236813299)	Кировский район
21046	21047	190000	1	0.0	20	53.236827446	50.32104975	POINT (50.32104975 53.236827446)	Кировский район
19402	19403	190000	1	0.0	3	53.231873676	50.305542735	POINT (50.305542735 53.231873676)	Кировский район
28545	28546	190000	1	0.0	3	53.263151278	50.33469928	POINT (50.33469928 53.263151278)	Кировский район
25443	25444	190000	1	0.0	73	53.250806011	50.264633959	POINT (50.264633959 53.250806011)	Кировский район
29086	29087	190000	1	0.0	7	53.271507095	50.228135108	POINT (50.228135108 53.271507095)	Кировский район
21810	21811	190000	1	0.0	16	53.2394404	50.31141425	POINT (50.31141425 53.2394404)	Кировский район
28726	28727	190000	1	0.0	6	53.26443765	50.3285455	POINT (50.3285455 53.26443765)	Кировский район
25431	25432	190000	1	0.0	3	53.250756957	50.311823276	POINT (50.311823276 53.250756957)	Кировский район
25870	25871	190000	1	0.0	106	53.252488229	50.236844474	POINT (50.236844474 53.252488229)	Кировский район
21341	21342	190000	1	0.0	7	53.2378758	50.3115052	POINT (50.3115052 53.2378758)	Кировский район
28826	28827	190000	1	0.0	4	53.265907196	50.242238328	POINT (50.242238328 53.265907196)	Кировский район
25434	25435	190000	1	0.0	5	53.25076665	50.34835725	POINT (50.34835725 53.25076665)	Кировский район
28991	28992	190000	1	0.0	18	53.268877541	50.257221557	POINT (50.257221557 53.268877541)	Кировский район
23096	23097	190000	1	0.0	10	53.243105695	50.322940376	POINT (50.322940376 53.243105695)	Кировский район
29918	29919	190000	1	0.0	2	53.29460879	50.213999139	POINT (50.213999139 53.29460879)	Кировский район
18957	18958	190000	1	0.0	4	53.230654305	50.300024677	POINT (50.300024677 53.230654305)	Кировский район
28635	28636	190000	1	0.0	8	53.263803573	50.333858319	POINT (50.333858319 53.263803573)	Кировский район
20576	20577	190000	1	0.0	9	53.235183885	50.318046275	POINT (50.318046275 53.235183885)	Кировский район
25893	25894	190000	1	0.0	14	53.252593505	50.335169026	POINT (50.335169026 53.252593505)	Кировский район
23462	23463	190000	1	0.0	2	53.244133698	50.335288788	POINT (50.335288788 53.244133698)	Кировский район
20405	20406	190000	1	0.0	13	53.234679402	50.261639035	POINT (50.261639035 53.234679402)	Кировский район
27612	27613	190000	1	0.0	10	53.258214373	50.329804369	POINT (50.329804369 53.258214373)	Кировский район
17295	17296	190000	1	0.0	48	53.225084112	50.271185564	POINT (50.271185564 53.225084112)	Кировский район
25590	25591	190000	1	0.0	7	53.251303999	50.311614729	POINT (50.311614729 53.251303999)	Кировский район
22216	22217	190000	1	0.0	14	53.240595451	50.321598998	POINT (50.321598998 53.240595451)	Кировский район
27564	27565	190000	1	0.0	8	53.258059238	50.345890734	POINT (50.345890734 53.258059238)	Кировский район
22861	22862	190000	1	0.0	147	53.242393503	50.245771045	POINT (50.245771045 53.242393503)	Кировский район
22233	22234	190000	1	0.0	12	53.240638968	50.340779961	POINT (50.340779961 53.240638968)	Кировский район
23260	23261	190000	1	0.0	6	53.243550333	50.349416458	POINT (50.349416458 53.243550333)	Кировский район
27371	27372	190000	1	0.0	4	53.257415524	50.327667759	POINT (50.327667759 53.257415524)	Кировский район
21512	21513	190000	1	0.0	15	53.238410246	50.257508535	POINT (50.257508535 53.238410246)	Кировский район
24278	24279	190000	1	0.0	6	53.2466957	50.3347764	POINT (50.3347764 53.2466957)	Кировский район
20686	20687	190000	1	0.0	4	53.235513929	50.302998897	POINT (50.302998897 53.235513929)	Кировский район
22433	22434	190000	1	0.0	14	53.241146388	50.325360921	POINT (50.325360921 53.241146388)	Кировский район
22046	22047	190000	1	0.0	17	53.240134513	50.31956615	POINT (50.31956615 53.240134513)	Кировский район
24512	24513	190000	1	0.0	4	53.247428144	50.319499774	POINT (50.319499774 53.247428144)	Кировский район
25943	25944	190000	1	0.0	4	53.252830463	50.311346173	POINT (50.311346173 53.252830463)	Кировский район
26145	26146	190000	1	0.0	13	53.25340543	50.317927137	POINT (50.317927137 53.25340543)	Кировский район
18640	18641	190000	1	0.0	17	53.229622822	50.260421522	POINT (50.260421522 53.229622822)	Кировский район
18810	18811	190000	1	0.0	52	53.230200998	50.296454268	POINT (50.296454268 53.230200998)	Кировский район
25260	25261	190000	1	0.0	4	53.2502004	50.3313499	POINT (50.3313499 53.2502004)	Кировский район
26264	26265	190000	1	0.0	15	53.253749134	50.334732898	POINT (50.334732898 53.253749134)	Кировский район
24820	24821	190000	1	0.0	10	53.248547633	50.349938171	POINT (50.349938171 53.248547633)	Кировский район
21670	21671	190000	1	0.0	19	53.238968902	50.255942135	POINT (50.255942135 53.238968902)	Кировский район
23502	23503	190000	1	0.0	8	53.244245735	50.31343787	POINT (50.31343787 53.244245735)	Кировский район
25342	25343	190000	1	0.0	13	53.250472173	50.321225257	POINT (50.321225257 53.250472173)	Кировский район
24080	24081	190000	1	0.0	6	53.24603635	50.3192443	POINT (50.3192443 53.24603635)	Кировский район
25563	25564	190000	1	0.0	16	53.251213873	50.355938717	POINT (50.355938717 53.251213873)	Кировский район
29564	29565	190000	1	0.0	10	53.291430228	50.241847477	POINT (50.241847477 53.291430228)	Кировский район
26599	26600	190000	1	0.0	3	53.25465765	50.3163436	POINT (50.3163436 53.25465765)	Кировский район
25940	25941	190000	1	0.0	6	53.252817976	50.342473588	POINT (50.342473588 53.252817976)	Кировский район
21289	21290	190000	1	0.0	6	53.237703282	50.330879806	POINT (50.330879806 53.237703282)	Кировский район
20440	20441	190000	1	0.0	7	53.23478995	50.2408896	POINT (50.2408896 53.23478995)	Кировский район
22782	22783	190000	1	0.0	5	53.242147	50.3090624	POINT (50.3090624 53.242147)	Кировский район
28359	28360	190000	1	0.0	10	53.261882094	50.319625602	POINT (50.319625602 53.261882094)	Кировский район
18326	18327	190000	1	0.0	27	53.228523274	50.255080946	POINT (50.255080946 53.228523274)	Кировский район
21042	21043	190000	1	0.0	6	53.236806576	50.314832737	POINT (50.314832737 53.236806576)	Кировский район
17286	17287	190000	1	0.0	11	53.225050356	50.264330565	POINT (50.264330565 53.225050356)	Кировский район
17662	17663	190000	1	0.0	107	53.226292521	50.279718357	POINT (50.279718357 53.226292521)	Кировский район
25423	25424	190000	1	0.0	3	53.25073145	50.33605085	POINT (50.33605085 53.25073145)	Кировский район
23200	23201	190000	1	0.0	19	53.243411137	50.333770113	POINT (50.333770113 53.243411137)	Кировский район
29421	29422	190000	1	0.0	10	53.289524356	50.219992034	POINT (50.219992034 53.289524356)	Кировский район
29152	29153	190000	1	0.0	9	53.2739731	50.2294343	POINT (50.2294343 53.2739731)	Кировский район
25974	25975	190000	1	0.0	12	53.25291855	50.35536875	POINT (50.35536875 53.25291855)	Кировский район
21143	21144	190000	1	0.0	16	53.237217502	50.256741435	POINT (50.256741435 53.237217502)	Кировский район
28554	28555	190000	1	0.0	5	53.263210463	50.32972866	POINT (50.32972866 53.263210463)	Кировский район
25355	25356	190000	1	0.0	8	53.250514635	50.316924335	POINT (50.316924335 53.250514635)	Кировский район
27846	27847	190000	1	0.0	8	53.2591492	50.34700445	POINT (50.34700445 53.2591492)	Кировский район
24550	24551	190000	1	0.0	14	53.247548204	50.340234976	POINT (50.340234976 53.247548204)	Кировский район
23490	23491	190000	1	0.0	11	53.244195526	50.315136593	POINT (50.315136593 53.244195526)	Кировский район
25789	25790	190000	1	0.0	10	53.252161008	50.313499348	POINT (50.313499348 53.252161008)	Кировский район
30438	30439	190000	1	0.0	13	53.30018655	50.20523745	POINT (50.20523745 53.30018655)	Кировский район
27867	27868	190000	1	0.0	14	53.259241931	50.320269548	POINT (50.320269548 53.259241931)	Кировский район
21034	21035	190000	1	0.0	17	53.236767286	50.315563677	POINT (50.315563677 53.236767286)	Кировский район
21551	21552	190000	1	0.0	14	53.23854995	50.3332152	POINT (50.3332152 53.23854995)	Кировский район
22765	22766	190000	1	0.0	14	53.242116237	50.309517746	POINT (50.309517746 53.242116237)	Кировский район
27057	27058	190000	1	0.0	14	53.256208832	50.328833999	POINT (50.328833999 53.256208832)	Кировский район
26908	26909	190000	1	0.0	4	53.2556142	50.3483943	POINT (50.3483943 53.2556142)	Кировский район
20542	20543	190000	1	0.0	5	53.235081097	50.306393123	POINT (50.306393123 53.235081097)	Кировский район
20659	20660	190000	1	0.0	7	53.235447606	50.257466356	POINT (50.257466356 53.235447606)	Кировский район
21636	21637	190000	1	0.0	12	53.238846693	50.316257541	POINT (50.316257541 53.238846693)	Кировский район
22487	22488	190000	1	0.0	6	53.24130747	50.309750626	POINT (50.309750626 53.24130747)	Кировский район
27790	27791	190000	1	0.0	3	53.258950226	50.33250104	POINT (50.33250104 53.258950226)	Кировский район
25625	25626	190000	1	0.0	17	53.251477794	50.312288773	POINT (50.312288773 53.251477794)	Кировский район
20367	20368	190000	1	0.0	2	53.2345715	50.31210695	POINT (50.31210695 53.2345715)	Кировский район
20180	20181	190000	1	0.0	140	53.234036209	50.270312828	POINT (50.270312828 53.234036209)	Кировский район
26064	26065	190000	1	0.0	10	53.253175726	50.315398834	POINT (50.315398834 53.253175726)	Кировский район
29877	29878	190000	1	0.0	5	53.29429505	50.21838625	POINT (50.21838625 53.29429505)	Кировский район
22064	22065	190000	1	0.0	5	53.240174024	50.315964316	POINT (50.315964316 53.240174024)	Кировский район
26545	26546	190000	1	0.0	5	53.254501645	50.344344174	POINT (50.344344174 53.254501645)	Кировский район
22036	22037	190000	1	0.0	16	53.24010955	50.25770325	POINT (50.25770325 53.24010955)	Кировский район
29256	29257	190000	1	0.0	24	53.284282827	50.247249141	POINT (50.247249141 53.284282827)	Кировский район
21957	21958	190000	1	0.0	9	53.239895359	50.344452685	POINT (50.344452685 53.239895359)	Кировский район
23313	23314	190000	1	0.0	7	53.243719465	50.325665098	POINT (50.325665098 53.243719465)	Кировский район
28806	28807	190000	1	0.0	3	53.265658903	50.293393131	POINT (50.293393131 53.265658903)	Кировский район
24715	24716	190000	1	0.0	7	53.248120428	50.319072592	POINT (50.319072592 53.248120428)	Кировский район
27188	27189	190000	1	0.0	8	53.256740974	50.346733618	POINT (50.346733618 53.256740974)	Кировский район
28959	28960	190000	1	0.0	30	53.268505824	50.228803571	POINT (50.228803571 53.268505824)	Кировский район
24434	24435	190000	1	0.0	167	53.24717	50.23408045	POINT (50.23408045 53.24717)	Кировский район
28482	28483	190000	1	0.0	16	53.262719284	50.238060941	POINT (50.238060941 53.262719284)	Кировский район
21539	21540	190000	1	0.0	2	53.238494553	50.320985927	POINT (50.320985927 53.238494553)	Кировский район
21432	21433	190000	1	0.0	6	53.23817015	50.3376961	POINT (50.3376961 53.23817015)	Кировский район
24258	24259	190000	1	0.0	7	53.246611362	50.315199434	POINT (50.315199434 53.246611362)	Кировский район
21244	21245	190000	1	0.0	11	53.237551374	50.308857411	POINT (50.308857411 53.237551374)	Кировский район
24441	24442	190000	1	0.0	2	53.247191621	50.319698161	POINT (50.319698161 53.247191621)	Кировский район
21312	21313	190000	1	0.0	6	53.237764071	50.259815219	POINT (50.259815219 53.237764071)	Кировский район
22277	22278	190000	1	0.0	7	53.2407599	50.317851	POINT (50.317851 53.2407599)	Кировский район
20295	20296	190000	1	0.0	7	53.2343395	50.3092244	POINT (50.3092244 53.2343395)	Кировский район
26722	26723	190000	1	0.0	11	53.25500924	50.326445467	POINT (50.326445467 53.25500924)	Кировский район
24486	24487	190000	1	0.0	8	53.247347246	50.333337847	POINT (50.333337847 53.247347246)	Кировский район
23685	23686	190000	1	0.0	7	53.24482755	50.34566	POINT (50.34566 53.24482755)	Кировский район
29499	29500	190000	1	0.0	7	53.29069645	50.218074	POINT (50.218074 53.29069645)	Кировский район
21113	21114	190000	1	0.0	6	53.237101275	50.330943985	POINT (50.330943985 53.237101275)	Кировский район
23329	23330	190000	1	0.0	19	53.243764361	50.320550575	POINT (50.320550575 53.243764361)	Кировский район
22538	22539	190000	1	0.0	7	53.24145595	50.34794455	POINT (50.34794455 53.24145595)	Кировский район
24094	24095	190000	1	0.0	8	53.246096027	50.335571297	POINT (50.335571297 53.246096027)	Кировский район
22501	22502	190000	1	0.0	9	53.241343794	50.313744902	POINT (50.313744902 53.241343794)	Кировский район
24533	24534	190000	1	0.0	169	53.247489597	50.311959269	POINT (50.311959269 53.247489597)	Кировский район
29252	29253	190000	1	0.0	6	53.2839534	50.2434751	POINT (50.2434751 53.2839534)	Кировский район
21565	21566	190000	1	0.0	4	53.238587717	50.331024347	POINT (50.331024347 53.238587717)	Кировский район
23775	23776	190000	1	0.0	6	53.245086841	50.329730252	POINT (50.329730252 53.245086841)	Кировский район
20266	20267	190000	1	0.0	13	53.234265728	50.316873917	POINT (50.316873917 53.234265728)	Кировский район
27856	27857	190000	1	0.0	12	53.2591877	50.3292556	POINT (50.3292556 53.2591877)	Кировский район
24875	24876	190000	1	0.0	3	53.248794062	50.351894327	POINT (50.351894327 53.248794062)	Кировский район
24963	24964	190000	1	0.0	10	53.249163521	50.350853263	POINT (50.350853263 53.249163521)	Кировский район
19289	19290	190000	1	0.0	1	53.231570382	50.265357062	POINT (50.265357062 53.231570382)	Кировский район
19304	19305	190000	1	0.0	4	53.231619767	50.307841595	POINT (50.307841595 53.231619767)	Кировский район
25671	25672	190000	1	0.0	9	53.251661531	50.354509308	POINT (50.354509308 53.251661531)	Кировский район
21149	21150	190000	1	0.0	7	53.23724615	50.3314821	POINT (50.3314821 53.23724615)	Кировский район
22509	22510	190000	1	0.0	2	53.24136135	50.3493963	POINT (50.3493963 53.24136135)	Кировский район
28219	28220	190000	1	0.0	7	53.261140326	50.340134639	POINT (50.340134639 53.261140326)	Кировский район
24302	24303	190000	1	0.0	12	53.2467573	50.32069505	POINT (50.32069505 53.2467573)	Кировский район
28529	28530	190000	1	0.0	7	53.26307681	50.331763477	POINT (50.331763477 53.26307681)	Кировский район
22775	22776	190000	1	0.0	6	53.2421379	50.3296316	POINT (50.3296316 53.2421379)	Кировский район
22241	22242	190000	1	0.0	11	53.240654709	50.345357773	POINT (50.345357773 53.240654709)	Кировский район
19175	19176	190000	1	0.0	8	53.23128185	50.30251685	POINT (50.30251685 53.23128185)	Кировский район
26434	26435	190000	1	0.0	1	53.25424848	50.356355863	POINT (50.356355863 53.25424848)	Кировский район
25409	25410	190000	1	0.0	13	53.250687476	50.336338646	POINT (50.336338646 53.250687476)	Кировский район
23415	23416	190000	1	0.0	8	53.24400357	50.314158363	POINT (50.314158363 53.24400357)	Кировский район
18386	18387	190000	1	0.0	10	53.22876355	50.2637151	POINT (50.2637151 53.22876355)	Кировский район
17774	17775	190000	1	0.0	19	53.226641046	50.256612484	POINT (50.256612484 53.226641046)	Кировский район
23048	23049	190000	1	0.0	11	53.24296682	50.31243055	POINT (50.31243055 53.24296682)	Кировский район
23376	23377	190000	1	0.0	11	53.243891431	50.34384576	POINT (50.34384576 53.243891431)	Кировский район
28998	28999	190000	1	0.0	2	53.268976382	50.232819479	POINT (50.232819479 53.268976382)	Кировский район
19758	19759	190000	1	0.0	13	53.2328216	50.28307055	POINT (50.28307055 53.2328216)	Кировский район
22174	22175	190000	1	0.0	12	53.2404911	50.3231365	POINT (50.3231365 53.2404911)	Кировский район
25842	25843	190000	1	0.0	8	53.252320727	50.342192179	POINT (50.342192179 53.252320727)	Кировский район
21033	21034	190000	1	0.0	214	53.236763964	50.285809383	POINT (50.285809383 53.236763964)	Кировский район
26539	26540	190000	1	0.0	7	53.254488699	50.315012236	POINT (50.315012236 53.254488699)	Кировский район
23746	23747	190000	1	0.0	5	53.245005409	50.340532676	POINT (50.340532676 53.245005409)	Кировский район
